,Name,Property_Type,Bedrooms,Baths,Balcony,City,Location,Total_Area,Price_per_SQFT,Price,Property Title,Area_type,Segment_type
8945,Property in  Kolapakkam - Vandalur,Flat,2 BHK,3,Yes,Chennai,"TVS Emerald GreenAcres,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1047,6680,7000000,"2 BHK Flat for sale in Kolapakkam - Vandalur, Chennai",Mid sized Property,Mid Segment
8946,Property in Sithalapakkam,Independent House,2 BHK,3,No,Chennai,"Sithalapakkam, Chennai",1000,5800,5800000,"2 BHK Independent House for sale in Sithalapakkam, Chennai",Mid sized Property,Affordable Segment
8947,Property in Janappanchatram,Flat,1 RK,2,No,Chennai,"Vrindavan nagar,Janappanchatram, Chennai",670,3130,2100000,"1 BHK Flat for sale in Janappanchatram, Chennai",Small Property,Affordable Segment
8948,Property in Nadukuthagai,Independent House,2 BHK,3,Yes,Chennai,"Nadukuthagai, Chennai",1200,7080,8500000,"2 BHK Independent House for sale in Nadukuthagai, Chennai",Mid sized Property,Mid Segment
8949,Property in Ponneri,Independent House,1 RK,3,Yes,Chennai,"Ponneri, Chennai",1415,4240,6000000,"1 BHK Independent House for sale in Ponneri, Chennai",Mid sized Property,Affordable Segment
8950,Property in  Cholambedu,Flat,2 BHK,3,No,Chennai,"Govardhan villa ,Annanur, Cholambedu,Chennai",835,3710,3100000,"2 BHK Flat for sale in Cholambedu, Chennai",Mid sized Property,Affordable Segment
8951,Property in Nemilicheri,Flat,1 RK,2,No,Chennai,"Tiruninravur ,Nemilicheri, Chennai",512,3520,1800000,"1 RK Flat for sale in Nemilicheri, Chennai",Small Property,Affordable Segment
8952,Property in Iyyapa Nagar,Independent House,3 BHK,3,Yes,Chennai,"Iyyapa Nagar, Chennai",1577,3900,6150000,"3 BHK Independent House for sale in Iyyapa Nagar, Chennai",Mid sized Property,Mid Segment
8953,Property in Adhanur,Flat,1 RK,2,Yes,Chennai,"Adhanur, Chennai",575,3560,2050000,"1 BHK Flat for sale in Adhanur, Chennai",Small Property,Affordable Segment
8954,Property in  Thiruvallur,Independent House,2 BHK,3,No,Chennai,"Chinnaekkadu, Thiruvallur,Chennai",1000,5000,5000000,"2 BHK Independent House for sale in Thiruvallur, Chennai",Mid sized Property,Affordable Segment
8955,Property in Salavankuppam,Flat,2 BHK,2,No,Chennai,"Salavankuppam, Chennai",540,3330,1800000,"2 BHK Flat for sale in Salavankuppam, Chennai",Small Property,Affordable Segment
8956,Property in Thodukadu,Independent House,1 RK,2,Yes,Chennai,"Thodukadu, Chennai",600,3830,2300000,"1 BHK Independent House for sale in Thodukadu, Chennai",Small Property,Affordable Segment
8957,Property in Mahindra World City,Independent House,2 BHK,3,Yes,Chennai,"Mahindra World City, Chennai",920,3800,3500000,"2 BHK Independent House for sale in Mahindra World City, Chennai",Mid sized Property,Affordable Segment
8958,Property in Madhavaram Milk Colony,Independent House,2 BHK,3,Yes,Chennai,"Madhavaram Milk Colony, Chennai",1800,5280,9500000,"2 BHK Independent House for sale in Madhavaram Milk Colony, Chennai",Mid sized Property,Mid Segment
8959,Property in Irandankattalai,Flat,1 RK,3,Yes,Chennai,"Irandam kattalai ,Irandankattalai, Chennai",900,4220,3800000,"1 BHK Flat for sale in Irandankattalai, Chennai",Mid sized Property,Affordable Segment
8960,Property in Salavankuppam,Flat,2 BHK,2,Yes,Chennai,"POONJERI APPARTMENT,Salavankuppam, Chennai",540,3330,1800000,"2 BHK Flat for sale in Salavankuppam, Chennai",Small Property,Affordable Segment
8961,Property in  Kolapakkam - Vandalur,Independent House,3 BHK,3,Yes,Chennai,"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1650,4610,7600000,"3 BHK Independent House for sale in Kolapakkam - Vandalur, Chennai",Mid sized Property,Mid Segment
8962,Property in Maraimalai Nagar Part,Independent House,2 BHK,3,Yes,Chennai,"Maraimalai Nagar Part, Chennai",805,4840,3900000,"2 BHK Independent House for sale in Maraimalai Nagar Part, Chennai",Mid sized Property,Affordable Segment
8963,Property in Maraimalai Nagar,Villa,3 BHK,2,Yes,Chennai,"Maraimalai Nagar, Chennai",2000,4750,9500000,"3 BHK Villa for sale in Maraimalai Nagar, Chennai",Mid sized Property,Mid Segment
8964,Property in Maraimalai Nagar,Independent House,2 BHK,3,Yes,Chennai,"GK AVENUE,Maraimalai Nagar, Chennai",850,4470,3800000,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Mid sized Property,Affordable Segment
8965,Property in  Virugambakkam,Flat,2 BHK,2,Yes,Chennai,"SHANKAR AVM AVENUE,Swarnambigai Nagar, Virugambakkam,Chennai",700,7140,5000000,"2 BHK Flat for sale in Virugambakkam, Chennai",Small Property,Affordable Segment
8966,Property in  Thiruverkkadu,Independent House,4 BHK,4,Yes,Chennai,"Arjunamedu, Thiruverkkadu,Chennai",2750,3640,9999000,"4 BHK Independent House for sale in Thiruverkkadu, Chennai",Mid-Large sized Property,Mid Segment
8967,Property in  Perambur,Flat,2 BHK,2,No,Chennai,"aulia ,Jamaliya Nagar, Perambur,Chennai",750,4500,3375000,"2 BHK Flat for sale in Perambur, Chennai",Small Property,Affordable Segment
8968,Property in Maraimalai Nagar,Independent House,2 BHK,3,No,Chennai,"Maraimalai Nagar, Chennai",925,4000,3700000,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Mid sized Property,Affordable Segment
8969,Property in Maraimalai Nagar,Independent House,2 BHK,1,Yes,Chennai,"Maraimalai Nagar, Chennai",800,4630,3700000,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Small Property,Affordable Segment
8970,Property in Poonamallee,Independent House,1 RK,2,No,Chennai,"Srinivasa Nagar,Poonamallee, Chennai",600,6330,3800000,"1 RK Independent House for sale in Poonamallee, Chennai",Small Property,Affordable Segment
8971,Property in Oragadam Ambattur,Independent House,2 BHK,3,No,Chennai,"Venkateshwarpuram,Oragadam Ambattur, Chennai",1146,6980,8000000,"2 BHK Independent House for sale in Oragadam Ambattur, Chennai",Mid sized Property,Mid Segment
8972,Property in Maraimalai Nagar,Independent House,3 BHK,3,Yes,Chennai,"Maraimalai Nagar, Chennai",1500,5670,8500000,"3 BHK Independent House for sale in Maraimalai Nagar, Chennai",Mid sized Property,Mid Segment
8973,Property in Kannivakkam,Independent House,3 BHK,3,Yes,Chennai,"Pleasant home Guduvanchery,Kannivakkam, Chennai",1447,3520,5100000,"3 BHK Independent House for sale in Kannivakkam, Chennai",Mid sized Property,Affordable Segment
8974,Property in Adhanur,Flat,1 RK,2,Yes,Chennai,"Adhanur, Chennai",627,4310,2700000,"1 BHK Flat for sale in Adhanur, Chennai",Small Property,Affordable Segment
8975,Property in Ottiambakkam,Villa,3 BHK,3,Yes,Chennai,"Ottiambakkam, Chennai",1000,1200,1200000,"3 BHK Villa for sale in Ottiambakkam, Chennai",Mid sized Property,Affordable Segment
8976,Property in Maraimalai Nagar,Independent House,2 BHK,3,No,Chennai,"Maraimalai Nagar, Chennai",920,4890,4500000,"2 BHK Independent House for sale in Maraimalai Nagar, Chennai",Mid sized Property,Affordable Segment
8977,Property in Chikkarayapuram,Independent House,2 BHK,3,No,Chennai,"Chikkarayapuram, Chennai",1000,5300,5300000,"2 BHK Independent House for sale in Chikkarayapuram, Chennai",Mid sized Property,Affordable Segment
8978,Property in Nayapakkam,Villa,3 BHK,3,Yes,Chennai,"Nayapakkam, Chennai",1550,3680,5700000,"3 BHK Villa for sale in Nayapakkam, Chennai",Mid sized Property,Affordable Segment
8979,Property in Iyyapa Nagar,Independent House,2 BHK,3,Yes,Chennai,"Iyyapa Nagar, Chennai",1150,3650,4200000,"2 BHK Independent House for sale in Iyyapa Nagar, Chennai",Mid sized Property,Affordable Segment
8980,Property in  Mugalivakkam,Flat,1 RK,2,Yes,Chennai,"Muthu Gardens,Kumudam Nagar, Mugalivakkam,Chennai",735,5310,3900000,"1 BHK Flat for sale in Mugalivakkam, Chennai",Small Property,Affordable Segment
8981,Property in  Mahabalipuram,Independent House,2 BHK,3,Yes,Chennai," Mahabalipuram, Chennai",810,4690,3800000,"2 BHK Independent House for sale in  Mahabalipuram, Chennai",Mid sized Property,Affordable Segment
8982,Property in Moolakazhani,Flat,3 BHK,3,No,Chennai,"Moolakazhani, Chennai",1550,3030,4700000,"3 BHK Flat for sale in Moolakazhani, Chennai",Mid sized Property,Affordable Segment
8983,Property in Nemilicheri,Independent House,3 BHK,3,Yes,Chennai,"Prasid homes,Nemilicheri, Chennai",1200,4330,5200000,"3 BHK Independent House for sale in Nemilicheri, Chennai",Mid sized Property,Affordable Segment
8984,Property in  Cholambedu,Flat,2 BHK,3,Yes,Chennai,"Dev homes,Annanur, Cholambedu,Chennai",903,3760,3395000,"2 BHK Flat for sale in Cholambedu, Chennai",Mid sized Property,Affordable Segment
8985,Property in  Thiruneermalai,Independent House,2 BHK,3,No,Chennai,"Mehta Nagar, Thiruneermalai,Chennai",1013,6910,7000000,"2 BHK Independent House for sale in Thiruneermalai, Chennai",Mid sized Property,Mid Segment
8986,Property in Perumalpattu,Independent House,1 RK,2,No,Chennai,"Perumalpattu, Chennai",600,4500,2700000,"1 BHK Independent House for sale in Perumalpattu, Chennai",Small Property,Affordable Segment
8987,Property in  Thirunindravur,Independent House,1 RK,5,No,Chennai,"Gomathipuram, Thirunindravur,Chennai",800,6250,5000000,"1 BHK Independent House for sale in Thirunindravur, Chennai",Small Property,Affordable Segment
8988,Property in Padappai,Flat,2 BHK,2,No,Chennai,"Arun Excello Madhulika Apartments ,Padappai, Chennai",695,2880,2000000,"2 BHK Flat for sale in Padappai, Chennai",Small Property,Affordable Segment
8989,Property in  Puzhal,Independent House,1 RK,3,Yes,Chennai,"Kathirvedu, Puzhal,Chennai",950,6320,6000000,"1 BHK Independent House for sale in Puzhal, Chennai",Mid sized Property,Affordable Segment
8990,Property in Padur,Flat,2 BHK,3,Yes,Chennai,"MERINAA ,Padur, Chennai",1200,2540,3050000,"2 BHK Flat for sale in Padur, Chennai",Mid sized Property,Affordable Segment
8991,Property in  Kovur,Independent House,5 BHK,4,Yes,Chennai,"Shree Kumaran Nagar, Kovur,Chennai",2500,3600,9000000,"5 BHK Independent House for sale in Kovur, Chennai",Mid-Large sized Property,Mid Segment
8992,Property in Othivakkam R.F.,Independent House,2 BHK,3,Yes,Chennai,"Othivakkam R.F., Chennai",1350,5550,7500000,"2 BHK Independent House for sale in Othivakkam R.F., Chennai",Mid sized Property,Mid Segment
8993,Property in Velachery,Flat,2 BHK,3,Yes,Chennai,"Bala Rukmani Flats,Velachery, Chennai",985,6500,6400000,"2 BHK Flat for sale in Velachery, Chennai",Mid sized Property,Mid Segment
8994,Property in  Pozhichalur,Flat,1 RK,1,Yes,Chennai,"CRK Gardens,Prem Nagar, Pozhichalur,Chennai",363,4680,1700000,"1 BHK Flat for sale in Pozhichalur, Chennai",Small Property,Affordable Segment
8995,Property in Vallakkottai,Villa,3 BHK,3,No,Chennai,"Vallakkottai, Chennai",1497,6610,9900000,"3 BHK Villa for sale in Vallakkottai, Chennai",Mid sized Property,Mid Segment
8996,Property in Ayapakkam,Independent House,1 RK,2,Yes,Chennai,"Ayapakkam, Chennai",430,8140,3500000,"1 BHK Independent House for sale in Ayapakkam, Chennai",Small Property,Affordable Segment
8997,Property in Mudichur,Independent House,3 BHK,4,Yes,Chennai,"Mudichur, Chennai",2040,4170,8500000,"3 BHK Independent House for sale in Mudichur, Chennai",Mid-Large sized Property,Mid Segment
8998,Property in Mambakkam-Chengalpattu ,Flat,3 BHK,3,Yes,Chennai,"ECO TREE ,Mambakkam-Chengalpattu , Chennai",1000,5300,5300000,"3 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",Mid sized Property,Affordable Segment
8999,Property in Mambakkam-Chengalpattu ,Flat,3 BHK,3,Yes,Chennai,"ECO TREE ,Mambakkam-Chengalpattu , Chennai",1000,5300,5300000,"3 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",Mid sized Property,Affordable Segment
9000,Property in  Pulianthope,Flat,2 BHK,3,No,Chennai,"chandru gardens,Vasuki Nagar, Pulianthope,Chennai",852,8210,7000000,"2 BHK Flat for sale in Pulianthope, Chennai",Mid sized Property,Mid Segment
9001,Property in Mannivakkam,Flat,2 BHK,3,No,Chennai,"Bk flat mannivakkam ,Mannivakkam, Chennai",1050,2760,2900000,"2 BHK Flat for sale in Mannivakkam, Chennai",Mid sized Property,Affordable Segment
9002,Property in Sevvapet,Independent House,3 BHK,3,No,Chennai,"Sevvapet, Chennai",1500,4330,6500000,"3 BHK Independent House for sale in Sevvapet, Chennai",Mid sized Property,Mid Segment
9003,Property in Sevvapet,Independent House,3 BHK,3,Yes,Chennai,"Sevvapet, Chennai",1276,5090,6500000,"3 BHK Independent House for sale in Sevvapet, Chennai",Mid sized Property,Mid Segment
9004,Property in Vengabakkam,Independent House,3 BHK,3,Yes,Chennai,"Vengabakkam, Chennai",1650,5150,8500000,"3 BHK Independent House for sale in Vengabakkam, Chennai",Mid sized Property,Mid Segment
9005,Property in Vayalur,Villa,2 BHK,3,Yes,Chennai,"N tree,Vayalur, Chennai",1100,3090,3400000,"2 BHK Villa for sale in Vayalur, Chennai",Mid sized Property,Affordable Segment
9006,Property in Kadalur,Villa,2 BHK,3,No,Chennai,"Blue Coastal Resort ,Kadalur, Chennai",1032,3680,3800000,"2 BHK Villa for sale in Kadalur, Chennai",Mid sized Property,Affordable Segment
9007,Property in Rathinamangalam,Independent House,4 BHK,3,Yes,Chennai,"Rathinamangalam ,Rathinamangalam, Chennai",1620,4510,7300000,"4 BHK Independent House for sale in Rathinamangalam, Chennai",Mid sized Property,Mid Segment
9008,Property in Kattur,Flat,2 BHK,2,Yes,Chennai,"Maruthi enclave ,Kattur, Chennai",780,5770,4500000,"2 BHK Flat for sale in Kattur, Chennai",Small Property,Affordable Segment
9009,Property in Thirukovilur,Independent House,2 BHK,2,No,Chennai,"Thirukovilur, Chennai",725,4410,3200000,"2 BHK Independent House for sale in Thirukovilur, Chennai",Small Property,Affordable Segment
9010,Property in  Thiruvallur,Independent House,3 BHK,3,No,Chennai,"Poonga Nagar, Thiruvallur,Chennai",1600,4690,7500000,"3 BHK Independent House for sale in Thiruvallur, Chennai",Mid sized Property,Mid Segment
9011,Property in Melakottaiyur,Flat,2 BHK,2,Yes,Chennai,"ungal kanavu illam,Melakottaiyur, Chennai",650,3850,2500000,"2 BHK Flat for sale in Melakottaiyur, Chennai",Small Property,Affordable Segment
9012,Property in  Madhanandapuram,Flat,1 RK,3,No,Chennai,"Alex flat,Ponni Nagar, Madhanandapuram,Chennai",1500,1800,2700000,"1 RK Flat for sale in Madhanandapuram, Chennai",Mid sized Property,Affordable Segment
9013,Property in Thirumudivakkam,Independent House,2 BHK,3,Yes,Chennai,"Thirumudivakkam, Chennai",2000,4500,9000000,"2 BHK Independent House for sale in Thirumudivakkam, Chennai",Mid sized Property,Mid Segment
9014,Property in Vengadamangalam,Independent House,4 BHK,3,Yes,Chennai,"Vengadamangalam, Chennai",1800,5280,9500000,"4 BHK Independent House for sale in Vengadamangalam, Chennai",Mid sized Property,Mid Segment
9015,Property in Kadalur,Villa,2 BHK,3,Yes,Chennai,"Blue Coastal Resort ,Kadalur, Chennai",1032,3680,3800000,"2 BHK Villa for sale in Kadalur, Chennai",Mid sized Property,Affordable Segment
9016,Property in Thiruthani,Flat,2 BHK,3,No,Chennai,"VGN AVIV ,Thiruthani, Chennai",1171,5120,6000000,"2 BHK Flat for sale in Thiruthani, Chennai",Mid sized Property,Affordable Segment
9017,Property in Mambakkam-Chengalpattu ,Flat,3 BHK,3,No,Chennai,"sbioa,Mambakkam-Chengalpattu , Chennai",1521,4600,7000000,"3 BHK Flat for sale in Mambakkam-Chengalpattu , Chennai",Mid sized Property,Mid Segment
9018,Property in Sevlimedu,Flat,2 BHK,3,Yes,Chennai,"ambal house,Sevlimedu, Chennai",1060,3960,4200000,"2 BHK Flat for sale in Sevlimedu, Chennai",Mid sized Property,Affordable Segment
9019,Property in Oragadam Sriperambattur,Villa,2 BHK,2,No,Chennai,"Srinivasa Palms,Oragadam Sriperambattur, Chennai",720,4080,2941000,"2 BHK Villa for sale in Oragadam Sriperambattur, Chennai",Small Property,Affordable Segment
9020,Property in  Puzhal,Flat,2 BHK,2,Yes,Chennai,"NCR Navganesh Encalve,Kathirvedu, Puzhal,Chennai",766,4570,3500000,"2 BHK Flat for sale in Puzhal, Chennai",Small Property,Affordable Segment
9021,Property in Cheyur,Independent House,1 RK,3,Yes,Chennai,"Cheyur, Chennai",1320,1440,1900000,"1 RK Independent House for sale in Cheyur, Chennai",Mid sized Property,Affordable Segment
9022,Property in  Oragadam Ambattur,Flat,1 RK,2,Yes,Chennai,"Arun Excello Heights,Gandhi Nagar, Oragadam Ambattur,Chennai",695,3740,2600000,"1 BHK Flat for sale in Oragadam Ambattur, Chennai",Small Property,Affordable Segment
9023,Property in Madurantakam,Independent House,1 RK,3,No,Chennai,"Madurantakam, Chennai",900,4440,4000000,"1 BHK Independent House for sale in Madurantakam, Chennai",Mid sized Property,Affordable Segment
9024,Property in  Thiruvallur,Flat,1 RK,3,Yes,Chennai,"Ma. Po. Si. Nagar, Thiruvallur,Chennai",1500,4670,7000000,"1 BHK Flat for sale in Thiruvallur, Chennai",Mid sized Property,Mid Segment
9025,Property in Padur,Flat,1 RK,2,Yes,Chennai,"Lifestyle Apartment,Padur, Chennai",520,3750,1950000,"1 BHK Flat for sale in Padur, Chennai",Small Property,Affordable Segment
9026,Property in Kalpakkam,Independent House,2 BHK,4,Yes,Chennai,"Kalpakkam, Chennai",2750,2730,7500000,"2 BHK Independent House for sale in Kalpakkam, Chennai",Mid-Large sized Property,Mid Segment
9027,Property in Chettipunyam,Flat,2 BHK,3,No,Chennai,"Sree Lakshana homes,Chettipunyam, Chennai",923,2790,2575000,"2 BHK Flat for sale in Chettipunyam, Chennai",Mid sized Property,Affordable Segment
9028,Property in  Kumuzhi R.F.,Independent House,2 BHK,2,Yes,Chennai,"Pandur, Kumuzhi R.F.,Chennai",680,4850,3300000,"2 BHK Independent House for sale in Kumuzhi R.F., Chennai",Small Property,Affordable Segment
9029,Property in  Thiruverkkadu,Flat,2 BHK,3,Yes,Chennai,"Sri harinee builders,Arjunamedu, Thiruverkkadu,Chennai",1100,4000,4400000,"2 BHK Flat for sale in Thiruverkkadu, Chennai",Mid sized Property,Affordable Segment
9030,Property in Puzhal,Independent House,4 BHK,4,Yes,Chennai,"Puzhal, Chennai",2400,3750,9000000,"4 BHK Independent House for sale in Puzhal, Chennai",Mid-Large sized Property,Mid Segment
9031,Property in Mambakkam-Chengalpattu ,Independent House,1 RK,4,No,Chennai,"Mambakkam-Chengalpattu , Chennai",800,4630,3700000,"1 BHK Independent House for sale in Mambakkam-Chengalpattu , Chennai",Small Property,Affordable Segment
9032,Property in  Chengalpattu,Independent House,2 BHK,2,No,Chennai,"Anna Nagar, Chengalpattu,Chennai",600,5450,3270000,"2 BHK Independent House for sale in Chengalpattu, Chennai",Small Property,Affordable Segment
9033,Property in Maraimalai Nagar,Villa,2 BHK,4,Yes,Chennai,"Maraimalai Nagar, Chennai",800,4630,3700000,"2 BHK Villa for sale in Maraimalai Nagar, Chennai",Small Property,Affordable Segment
9034,Property in  Chengalpattu,Independent House,1 RK,2,Yes,Chennai,"Anna Nagar, Chengalpattu,Chennai",600,3670,2200000,"1 BHK Independent House for sale in Chengalpattu, Chennai",Small Property,Affordable Segment
9035,Property in Thiruvellavoyal,Independent House,2 BHK,3,Yes,Chennai,"Thiruvellavoyal, Chennai",900,6670,6000000,"2 BHK Independent House for sale in Thiruvellavoyal, Chennai",Mid sized Property,Affordable Segment
9036,Property in  Arumbakkam,Flat,2 BHK,3,No,Chennai,"Sri Durga Vijiya Apartment Arumbakkam,Jagannatha Nagar, Arumbakkam,Chennai",1079,6950,7500000,"2 BHK Flat for sale in Arumbakkam, Chennai",Mid sized Property,Mid Segment
9037,Property in Alagasanagar,Independent House,1 RK,2,No,Chennai,"Alagasanagar, Chennai",700,7140,5000000,"1 BHK Independent House for sale in Alagasanagar, Chennai",Small Property,Affordable Segment
